index,country,year,subscriptions_per100
4040,Ukraine,2004,3.476509521
4041,Ukraine,2005,3.735338316
4042,Ukraine,2006,4.487252345
4043,Ukraine,2007,6.51800412
4044,Ukraine,2008,10.93659987
4045,Ukraine,2009,17.76851342
4046,Ukraine,2010,23.08545685
4047,Ukraine,2011,30.2545942
4048,United Arab Emirates,1990,0
4049,United Arab Emirates,1991,0
4050,United Arab Emirates,1992,0
4051,United Arab Emirates,1993,0
4052,United Arab Emirates,1994,0
4053,United Arab Emirates,1995,0.102939175
4054,United Arab Emirates,1996,0.375393534
4055,United Arab Emirates,1997,3.295592694
4056,United Arab Emirates,1998,6.908302986
4057,United Arab Emirates,1999,14.94269899
4058,United Arab Emirates,2000,23.62530088
4059,United Arab Emirates,2001,26.2717542
4060,United Arab Emirates,2002,28.31648531
4061,United Arab Emirates,2003,29.47795341
4062,United Arab Emirates,2004,30.13129617
4063,United Arab Emirates,2005,40
4064,United Arab Emirates,2006,52
4065,United Arab Emirates,2007,61
4066,United Arab Emirates,2008,63
4067,United Arab Emirates,2009,64
4068,United Arab Emirates,2010,68
4069,United Arab Emirates,2011,70
4070,United Kingdom,1990,0.087304793
4071,United Kingdom,1991,0.174063236
4072,United Kingdom,1992,0.260366482
4073,United Kingdom,1993,0.519429037
4074,United Kingdom,1994,1.036122818
4075,United Kingdom,1995,1.894455542
4076,United Kingdom,1996,4.122935802
4077,United Kingdom,1997,7.385629066
4078,United Kingdom,1998,13.67018994
4079,United Kingdom,1999,21.28962755
4080,United Kingdom,2000,26.8133757
4081,United Kingdom,2001,33.47495977
4082,United Kingdom,2002,56.49348266
4083,United Kingdom,2003,64.86144736
4084,United Kingdom,2004,65.63621644
4085,United Kingdom,2005,69.9749171
4086,United Kingdom,2006,68.75470828
4087,United Kingdom,2007,74.9785125
4088,United Kingdom,2008,78.23268889
4089,United Kingdom,2009,77.79971962
4090,United Kingdom,2010,77.75462928
4091,United Kingdom,2011,81.70733772
4092,United States,1990,0.796410628
4093,United States,1991,1.176189103
4094,United States,1992,1.736045578
4095,United States,1993,2.279401619
4096,United States,1994,4.869119182
4097,United States,1995,9.238674204
4098,United States,1996,16.41933053
4099,United States,1997,21.615318
4100,United States,1998,30.10760446
4101,United States,1999,35.88213093
4102,United States,2000,43.13014069
4103,United States,2001,49.18000685
4104,United States,2002,58.95751701
4105,United States,2003,61.94868178
4106,United States,2004,65.03644256
4107,United States,2005,68.26789985
4108,United States,2006,69.20484774
4109,United States,2007,75.26226292
4110,United States,2008,74.21781837
4111,United States,2009,71.21181627
4112,United States,2010,74.24740664
4113,United States,2011,78.23621919
4114,Uruguay,1990,0
4115,Uruguay,1991,0
4116,Uruguay,1992,0
4117,Uruguay,1993,0
4118,Uruguay,1994,0.062474386
4119,Uruguay,1995,0.310128582
4120,Uruguay,1996,1.853715884
4121,Uruguay,1997,3.376790254
4122,Uruguay,1998,7.022250618
4123,Uruguay,1999,10.02877517
4124,Uruguay,2000,10.59722669
4125,Uruguay,2001,11.17674835
4126,Uruguay,2002,11.47763645
4127,Uruguay,2003,16.03161712
4128,Uruguay,2004,17.16457052
4129,Uruguay,2005,20.19031612
4130,Uruguay,2006,29.51517964
4131,Uruguay,2007,34.11888062
4132,Uruguay,2008,39.44044757
4133,Uruguay,2009,41.95561885
4134,Uruguay,2010,46.5686753
4135,Uruguay,2011,51.57414625
4136,Uzbekistan,1990,0
4137,Uzbekistan,1991,0
4138,Uzbekistan,1992,0
4139,Uzbekistan,1993,0
4140,Uzbekistan,1994,0
4141,Uzbekistan,1995,0.001536098
4142,Uzbekistan,1996,0.004307667
4143,Uzbekistan,1997,0.010574654
4144,Uzbekistan,1998,0.020820389
4145,Uzbekistan,1999,0.030887455
4146,Uzbekistan,2000,0.486807516
4147,Uzbekistan,2001,0.599438344
4148,Uzbekistan,2002,1.08207794
4149,Uzbekistan,2003,1.906744818
4150,Uzbekistan,2004,2.578060219
4151,Uzbekistan,2005,3.315452107
4152,Uzbekistan,2006,6.322126109
4153,Uzbekistan,2007,7.389077547
4154,Uzbekistan,2008,8.916912779
4155,Uzbekistan,2009,16.66545532
4156,Uzbekistan,2010,19.21736409
4157,Uzbekistan,2011,28.572794
4158,Vanuatu,1990,0
4159,Vanuatu,1991,0
4160,Vanuatu,1992,0
4161,Vanuatu,1993,0
4162,Vanuatu,1994,0
4163,Vanuatu,1995,0
4164,Vanuatu,1996,0.056845636
4165,Vanuatu,1997,0.139505815
4166,Vanuatu,1998,0.274185942
4167,Vanuatu,1999,0.538300048
4168,Vanuatu,2000,2.108336891
4169,Vanuatu,2001,2.830572239
4170,Vanuatu,2002,3.510038711
4171,Vanuatu,2003,3.903295845
4172,Vanuatu,2004,4.746602619
4173,Vanuatu,2005,5.082333808
4174,Vanuatu,2006,5.850585059
4175,Vanuatu,2007,6.8
4176,Vanuatu,2008,7.269119923
4177,Vanuatu,2009,7.5
4178,Vanuatu,2010,8
4179,Vanuatu,2011,8
4180,Venezuela,1990,0
4181,Venezuela,1991,0
4182,Venezuela,1992,0.012068234
4183,Venezuela,1993,0.041552957
4184,Venezuela,1994,0.055452734
4185,Venezuela,1995,0.122169988
4186,Venezuela,1996,0.248230218
4187,Venezuela,1997,0.391014167
4188,Venezuela,1998,1.384660603
4189,Venezuela,1999,2.842111834
4190,Venezuela,2000,3.364752597
4191,Venezuela,2001,4.64455429
4192,Venezuela,2002,4.920831084
4193,Venezuela,2003,7.51818989
4194,Venezuela,2004,8.427950124
4195,Venezuela,2005,12.59414786
4196,Venezuela,2006,15.27975103
4197,Venezuela,2007,20.91369517
4198,Venezuela,2008,25.99347456
4199,Venezuela,2009,32.85657959
4200,Venezuela,2010,37.55903642
4201,Venezuela,2011,40.43827297
4202,Vietnam,1990,0
4203,Vietnam,1991,0
4204,Vietnam,1992,0
4205,Vietnam,1993,0
4206,Vietnam,1994,0
4207,Vietnam,1995,0
4208,Vietnam,1996,0.000138426
4209,Vietnam,1997,0.004078646
4210,Vietnam,1998,0.01334963
4211,Vietnam,1999,0.131105043
4212,Vietnam,2000,0.257939664
4213,Vietnam,2001,1.281889036
4214,Vietnam,2002,1.877433223
4215,Vietnam,2003,3.822968065
4216,Vietnam,2004,7.719857292
4217,Vietnam,2005,12.85862486
4218,Vietnam,2006,17.41249606
4219,Vietnam,2007,20.94923209
4220,Vietnam,2008,24.15312715
4221,Vietnam,2009,26.82041433
4222,Vietnam,2010,30.9746472
4223,Vietnam,2011,35.4500831
4224,Virgin Islands (U.S.),1990,0
4225,Virgin Islands (U.S.),1991,0
4226,Virgin Islands (U.S.),1992,0
4227,Virgin Islands (U.S.),1993,0
4228,Virgin Islands (U.S.),1994,0.931380562
4229,Virgin Islands (U.S.),1995,2.781193152
4230,Virgin Islands (U.S.),1996,4.62366878
4231,Virgin Islands (U.S.),1997,6.91938405
4232,Virgin Islands (U.S.),1998,9.210891905
4233,Virgin Islands (U.S.),1999,11.04605157
4234,Virgin Islands (U.S.),2000,13.79880342
4235,Virgin Islands (U.S.),2001,18.37238646
4236,Virgin Islands (U.S.),2002,27.49695659
4237,Virgin Islands (U.S.),2003,27.42253915
4238,Virgin Islands (U.S.),2004,27.35622937
4239,Virgin Islands (U.S.),2005,27.28543903
4240,Virgin Islands (U.S.),2006,27.24246718
4241,Virgin Islands (U.S.),2007,27.23253572
4242,Virgin Islands (U.S.),2008,27.23596985
4243,Virgin Islands (U.S.),2009,27.2485607
4244,Virgin Islands (U.S.),2010,27.2485607
4245,Virgin Islands (U.S.),2011,27.2485607
4246,West Bank and Gaza,1990,0
4247,West Bank and Gaza,1991,0
4248,West Bank and Gaza,1992,0
4249,West Bank and Gaza,1993,0
4250,West Bank and Gaza,1994,0
4251,West Bank and Gaza,1995,0
4252,West Bank and Gaza,1996,0.083223069
4253,West Bank and Gaza,1997,0.133223069
4254,West Bank and Gaza,1998,0.183223069
4255,West Bank and Gaza,1999,0.683223069
4256,West Bank and Gaza,2000,1.183223069
4257,West Bank and Gaza,2001,1.939878166
4258,West Bank and Gaza,2002,3.230850875
4259,West Bank and Gaza,2003,4.235793399
4260,West Bank and Gaza,2004,4.440377019
4261,West Bank and Gaza,2005,15.91941191
4262,West Bank and Gaza,2006,18.09407765
4263,West Bank and Gaza,2007,20.60171729
4264,West Bank and Gaza,2008,23.67273319
4265,West Bank and Gaza,2009,32.31917086
4266,West Bank and Gaza,2010,43.4392451
4267,West Bank and Gaza,2011,56.81903268
4268,Yemen,1990,0
4269,Yemen,1991,0
4270,Yemen,1992,0
4271,Yemen,1993,0
4272,Yemen,1994,0
4273,Yemen,1995,0
4274,Yemen,1996,0.000621081
4275,Yemen,1997,0.015025295
4276,Yemen,1998,0.023323243
4277,Yemen,1999,0.056628675
4278,Yemen,2000,0.082500387
4279,Yemen,2001,0.090802459
4280,Yemen,2002,0.518796032
4281,Yemen,2003,0.6047341
4282,Yemen,2004,0.881222989
4283,Yemen,2005,1.048597934
4284,Yemen,2006,1.247824049
4285,Yemen,2007,5.01
4286,Yemen,2008,6.89
4287,Yemen,2009,9.96
4288,Yemen,2010,12.35
4289,Yemen,2011,14.905
4290,Zambia,1990,0
4291,Zambia,1991,0
4292,Zambia,1992,0
4293,Zambia,1993,0
4294,Zambia,1994,0.006776105
4295,Zambia,1995,0.008783623
4296,Zambia,1996,0.009069176
4297,Zambia,1997,0.009329658
4298,Zambia,1998,0.030226183
4299,Zambia,1999,0.147053172
4300,Zambia,2000,0.191071643
4301,Zambia,2001,0.233129556
4302,Zambia,2002,0.477750907
4303,Zambia,2003,0.980483039
4304,Zambia,2004,2.013549532
4305,Zambia,2005,2.851752261
4306,Zambia,2006,4.159913394
4307,Zambia,2007,4.87
4308,Zambia,2008,5.55
4309,Zambia,2009,6.31
4310,Zambia,2010,10.12544938
4311,Zambia,2011,11.5
4312,Zimbabwe,1990,0
4313,Zimbabwe,1991,0
4314,Zimbabwe,1992,0
4315,Zimbabwe,1993,0
4316,Zimbabwe,1994,0.00173928
4317,Zimbabwe,1995,0.00768354
4318,Zimbabwe,1996,0.016790484
4319,Zimbabwe,1997,0.033080327
4320,Zimbabwe,1998,0.081648476
4321,Zimbabwe,1999,0.161675528
4322,Zimbabwe,2000,0.401433535
4323,Zimbabwe,2001,0.799846046
4324,Zimbabwe,2002,3.994356135
4325,Zimbabwe,2003,6.394786458
4326,Zimbabwe,2004,6.564045027
4327,Zimbabwe,2005,8.015978089
4328,Zimbabwe,2006,9.791841502
4329,Zimbabwe,2007,10.85
4330,Zimbabwe,2008,11.4
4331,Zimbabwe,2009,11.36
4332,Zimbabwe,2010,11.5
4333,Zimbabwe,2011,15.7
